X,Y,OBJECTID,REC_SITE_CN,REC_SITE_ID,REV_DATE,DATA_SOURCE,ACCURACY,TYPE,NAME,DATA_SOURCE_MEMO,METHOD,CFF,FOREST,PUB_DATE,CRC,GlobalID
-110.907836913534,32.4253284901421,1107, ,,2015/05/26 00:00:00+00,07,,Trailhead,Catalina State Park End of Rd Hub,,08,0,COR,2019/07/31 11:37:20+00,A8120243BACBA0A4,b581efba-9e4a-45a9-a31b-cb076149a9d9
-110.868365294171,32.5188826411525,1108, ,,2015/05/26 00:00:00+00,07,,Trailhead,Canada del Oro/Samaniego,,08,0,COR,2019/07/31 11:37:20+00,DBE08B731FCADA5B,7e4a291f-818b-4ce8-b2ce-a972e9715d37
-110.779836466095,32.6006727057086,1109, ,,2015/05/26 00:00:00+00,07,,Trailhead,Samaniego/Canada del Oro,,08,0,COR,2019/07/31 11:37:20+00,3E791B4467378E7C,c6963c03-4588-408c-8045-29befe91bcd1
-109.810442960503,32.6163352556217,1110, ,,2015/05/26 00:00:00+00,07,,Trailhead,Dutch Henry Canyon,,08,0,COR,2019/07/31 11:37:20+00,531D9AD4E583D53D,d856bee1-e69a-42ad-bbb3-c37889d0f2cf
-110.257068264883,31.4265818516448,1111,11459010519,,2015/05/26 00:00:00+00,07,,Trailhead,Miller Canyon Perimeter,,08,0,COR,2019/07/31 11:37:20+00,E8D8761BE34E66E9,6634ed34-d178-49eb-9e04-d97507ec8fee
-110.291031232597,31.4277292981963,1112, ,,2015/05/26 00:00:00+00,07,,Trailhead,Sawmill/Carr Peak,,08,0,COR,2019/07/31 11:37:20+00,DC75F40FE64A1316,b965db24-d37e-428a-9e17-29941528ad33
-110.441656557839,31.4199865665693,1113,11455010519,,2015/05/26 00:00:00+00,07,,Trailhead,Arizona Trail @ Parker Lake,,08,0,COR,2019/07/31 11:37:20+00,37D609FBD765D22F,f0c7150c-9867-4974-9247-814b50663db4
-110.712090914313,31.528960348143,1114,5286.002231,,2015/05/26 00:00:00+00,07,,Trailhead,Harshaw,,08,0,COR,2019/07/31 11:37:20+00,070E837B216059CA,3fc5a753-67fc-4e4f-8b18-88559eff4407
-110.327141434652,31.3858461544473,1115, ,,2015/05/26 00:00:00+00,07,,Trailhead,Ida Canyon,,08,0,COR,2019/07/31 11:37:20+00,339DBE84C2E50DEE,fa02f924-11b0-4e9d-83dd-a6186048d320
-110.396424998232,31.4419876252806,1116, ,,2015/05/26 00:00:00+00,07,,Trailhead,Sunnyside Canyon,,08,0,COR,2019/07/31 11:37:20+00,B332174665573E59,8e51a2db-4675-485f-859e-e2362b21e827
-109.817923529755,32.6344668401166,1117, ,,2015/05/26 00:00:00+00,07,,Trailhead,Turkey Flat,,08,0,COR,2019/07/31 11:37:20+00,4B479A4C5DDA5842,96233a19-3eb1-4a5a-8953-4411d25474df
-109.896835787937,32.683798080329,1118, ,,2015/05/26 00:00:00+00,07,,Trailhead,Grant Creek,,08,0,COR,2019/07/31 11:37:20+00,9456DBD0FFDA6C19,796df790-22ac-4e5b-96d6-36ad3a55619b
-109.923078691153,32.7111055217176,1119, ,,2015/05/26 00:00:00+00,07,,Trailhead,Webb Peak,,08,0,COR,2019/07/31 11:37:20+00,0CA03F0FB07EBDDD,df9a2b7b-6217-43e2-9eb0-f5b14a903ae8
-110.068064733401,32.775611385437,1120, ,,2015/05/26 00:00:00+00,07,,Trailhead,Tripp Canyon,,08,0,COR,2019/07/31 11:37:20+00,10D086FE8108B6DE,e02778d7-6be1-4ce9-aa75-d604321cd2a8
-110.255864295792,32.561199251645,1121, ,,2015/05/26 00:00:00+00,07,,Trailhead,High Creek,,08,0,COR,2019/07/31 11:37:20+00,95E2F4E7FA39696E,5eaef141-ac2a-4872-9129-ed5c4a0b9204
-109.369718007867,32.1249264973059,1122, ,,2015/05/26 00:00:00+00,07,,Trailhead,Emigrant Canyon,,08,0,COR,2019/07/31 11:37:20+00,289AB34C72596039,923b2261-2477-4f45-9a9a-6a807b80009b
-109.254670908457,31.8756504970126,1123, ,,2015/05/26 00:00:00+00,07,,Trailhead,Greenhouse,,08,0,COR,2019/07/31 11:37:20+00,023C0FC214EAE8A9,df47ba01-7a90-4c4d-b8bf-6c8d5d8ebb24
-109.26387550485,31.9384458309517,1124, ,,2015/05/26 00:00:00+00,07,,Trailhead,Onion Saddle,,08,0,COR,2019/07/31 11:37:20+00,B32E596EA2AAA49C,520274c0-f152-4998-a66e-e3b3c4e597ef
-110.879514856391,31.7220251739698,1125, ,,2015/05/26 00:00:00+00,07,,Trailhead,Madera Amphitheater,,08,0,COR,2019/07/31 11:37:20+00,326032D852CD6D97,3f16566c-f52c-43aa-bb57-ebfe7bb29367
-109.850574904344,32.6505981535842,1126, ,,2015/05/26 00:00:00+00,07,,Trailhead,Heliograph,,08,0,COR,2019/07/31 11:37:20+00,AD5C11209F104235,649e688c-9886-44d0-a1b6-8d11bec11cfa
-109.952229197765,32.7099544318822,1127, ,,2015/05/26 00:00:00+00,07,,Trailhead,Jesus Goudy Ridge,,08,0,COR,2019/07/31 11:37:20+00,F12AFAC5987C17B3,becbf509-994b-4e13-b97b-fc4a6387d1eb
-109.833895392046,32.7537821018332,1128, ,,2015/05/26 00:00:00+00,07,,Trailhead,Frye Canyon,,08,0,COR,2019/07/31 11:37:20+00,8975C2AE3FD9B061,d6178052-670f-404a-8d9e-f0937be0175b
-110.342778171152,32.703624162092,1129, ,,2015/05/26 00:00:00+00,07,,Trailhead,Rattlesnake Canyon,,08,0,COR,2019/07/31 11:37:20+00,5EBF5DA8B2B9F180,68a45191-0024-42a1-adc0-6d39487b264c
-110.816012035331,31.669200377874,1130, ,,2015/05/26 00:00:00+00,07,,Trailhead,Walker,,08,0,COR,2019/07/31 11:37:20+00,6DFCD0597B48C944,d3e4ece4-4458-455c-8a1b-f36b9766e218
-110.75787670342,31.8003307090353,1131,5385.002231,,2015/05/26 00:00:00+00,07,,Trailhead,Box Canyon OHV,,08,0,COR,2019/07/31 11:37:20+00,1A8A53755F4A6918,7d658859-f08d-4930-ba15-9679c9742547
-110.823686964907,31.7135663756363,1132, ,,2015/05/26 00:00:00+00,07,,Trailhead,Cave,,08,0,COR,2019/07/31 11:37:20+00,865E954FF97C1BEB,e07d14bb-5bca-4ff4-8618-86919d14e458
-110.879887310973,31.7259774923737,1133, ,,2015/05/26 00:00:00+00,07,,Trailhead,Four Springs,,08,0,COR,2019/07/31 11:37:20+00,82C2EB55F2C175B1,f17ec1db-ef71-42a1-b7a4-f578340c6852
-111.14716581429,31.4049921953632,1134,5387.002231,,2015/05/26 00:00:00+00,07,,Trailhead,Atascosa,,08,0,COR,2019/07/31 11:37:20+00,07F5973B6E4B963E,4a5db386-4b8e-4101-b121-de71fa361545
-109.075960457412,31.5683040993685,1135, ,,2015/05/26 00:00:00+00,07,,Trailhead,South Skeleton,,08,0,COR,2019/07/31 11:37:20+00,289ECF282E690C94,e4fc43e0-e168-40ef-b498-7400cd45934b
-110.604707760128,32.3990220647035,1136, ,,2015/05/26 00:00:00+00,07,,Trailhead,Brush Corral,,08,0,COR,2019/07/31 11:37:20+00,3908EAAE77BEAB01,17736ed1-4de7-4c50-a672-8bf9a339486f
-110.665288320247,32.2541579634517,1137, ,,2015/05/26 00:00:00+00,07,,Trailhead,Lower Tanque Verde,,08,0,COR,2019/07/31 11:37:20+00,993FC16F72578426,e9ef86cc-2904-4462-9718-280a6ec97e2a
-110.601846685182,32.0865854343007,1138, ,,2015/05/26 00:00:00+00,07,,Trailhead,Papago Well,,08,0,COR,2019/07/31 11:37:20+00,4D79FA25FA2534F1,1f218884-8b78-45a8-acef-e18501506078
-110.470935660144,32.2683537931217,1139, ,,2015/05/26 00:00:00+00,07,,Trailhead,Last Chance,,08,0,COR,2019/07/31 11:37:20+00,2A1625DDC6F4E813,82bf916e-e3e3-41c3-9c9e-c6e4d72efa51
-110.274812517858,31.4357896236139,1140, ,,2015/05/26 00:00:00+00,07,,Trailhead,Clark Spring Trail,,08,0,COR,2019/07/31 11:37:20+00,9231695F319F978C,e48cd0be-7703-4069-b673-0c327e290f71
-110.880314876764,31.726991330094,1141, ,,2015/05/26 00:00:00+00,07,,Trailhead,Madera Trailhead,,08,0,COR,2019/07/31 11:37:20+00,1C5919DA2704815C,9b30a693-23df-4a0b-b287-bdeedfb234f9
-110.707560020159,31.7427535543141,1142,5384.002231,,2015/05/26 00:00:00+00,07,,Trailhead,Fish Canyon OHV,,08,0,COR,2019/07/31 11:37:20+00,C4A2D3786C7191C0,b78b8f6a-eaf0-414d-8b9b-d1a6431ba717
-109.341211440991,31.8649755719667,1143, ,,2015/05/26 00:00:00+00,07,,Recreation residence,Turkey Creek Summerhomes #1,,08,0,COR,2019/07/31 11:37:20+00,BCA02A1610D9D512,23d24e4a-b3fe-4bd1-8b24-5e853e985abd
-109.184321248137,31.8733830337449,1144,5076.002231,,2015/05/26 00:00:00+00,07,,Recreation residence,South Fork Summerhomes,,08,0,COR,2019/07/31 11:37:20+00,865D9E7061183E33,f8b4086b-f75e-45aa-9ea4-ce5b54f0e89f
-109.960233854337,31.9339696304729,1145,5404.002231,,2015/05/26 00:00:00+00,07,,Trailhead,Cochise Equestrian,,08,0,COR,2019/07/31 11:37:20+00,8AB0EF8F3B331EB9,30caf7d9-97f5-4abd-bf21-83d83cc721ec
-109.951164062726,31.883802624324,1146, ,,2015/05/26 00:00:00+00,07,,Trailhead,Middle March,,08,0,COR,2019/07/31 11:37:20+00,4274EC63BD69BC7E,2484b196-08bf-491e-a232-a636b821e536
-109.420378506817,31.9606103840883,1147, ,,2015/05/26 00:00:00+00,07,,Trailhead,Witch,,08,0,COR,2019/07/31 11:37:20+00,5164787909323094,d894c381-05cb-4b2a-8f48-6b291822f7d8
-109.349083434695,31.9525872092773,1148, ,,2015/05/26 00:00:00+00,07,,Trailhead,Hoovey,,08,0,COR,2019/07/31 11:37:20+00,DC1A3A5E0E349EF4,0b9f23b0-a13d-472c-85a6-016c2408bb75
-109.313545415195,31.9184194279794,1149, ,,2015/05/26 00:00:00+00,07,,Trailhead,Rattlesnake,,08,0,COR,2019/07/31 11:37:20+00,5445AECC5AFCEACE,706996db-10eb-4e0c-939c-1dcfe33ccc22
-109.32950342928,31.7344759119944,1150, ,,2015/05/26 00:00:00+00,07,,Trailhead,Cottonwood,,08,0,COR,2019/07/31 11:37:20+00,081268B4B257DA47,72ae8344-fba5-4daa-87aa-dead9f755aaa
-110.755872602933,32.4280802553716,1151,5039.002231,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Marshall Gulch,,08,0,COR,2019/07/31 11:37:20+00,316FF95F59E530C8,d57a43a0-bb0a-4e23-bee4-69a9e29fdfb4
-110.81161772993,32.3137103920848,1152,11468010519,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Lower Sabino East Dam,,08,0,COR,2019/07/31 11:37:20+00,43E27B5A9F82ECC7,40ef192f-80f8-4a95-a09a-af9a5f378d05
-110.920203735905,32.4233069335809,1153, ,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Catalina State Park,,08,0,COR,2019/07/31 11:37:20+00,A62679DA80157C78,6e89a947-91bc-4114-9c33-a4d38f55c171
-110.812321450283,32.3153538392194,1154, ,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Lower Sabino West Dam,,08,0,COR,2019/07/31 11:37:20+00,A41CE4015D0337B2,a61734aa-ab05-4cda-9fef-32a282f6aa27
-110.810317367445,32.3223568687441,1155,11467010519,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Upper Sabino Canyon,,08,0,COR,2019/07/31 11:37:20+00,C65BFA3FA02DFC60,a069c261-0c75-4990-b5c0-ed8f569342eb
-110.880295537895,31.7269758123035,1156,11450010519,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Madera Trailhead,,08,0,COR,2019/07/31 11:37:20+00,A81D0CBC352A1A10,3066546d-100b-4caf-b27d-669be3822d31
-110.69090794608,32.3376869910439,1157,20918010519,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Molino Basin,,08,0,COR,2019/07/31 11:37:20+00,2EC5CED72150026B,db65e7eb-aca4-476c-9144-310269f928b3
-109.234448151636,31.8725237930347,1158,5071.002231,,2015/05/26 00:00:00+00,07,,CAMPGROUND,Herb Martyr,,08,0,COR,2019/07/31 11:37:20+00,AB97DF15820D1F1C,fc4140eb-b5ea-4530-863f-7af72eb0dd86
-110.448364069764,31.4296187621209,1159,5095.002231,,2015/05/26 00:00:00+00,07,,CAMPGROUND,Lakeview,,08,0,COR,2019/07/31 11:37:20+00,2E48EB97522FAFE4,e260a646-4151-44e1-9288-b14cc7802bf0
-110.711532851598,32.3874798446579,1160,5107.002231,,2015/05/26 00:00:00+00,07,,Fishing site,Rose Canyon Lake,,08,0,COR,2019/07/31 11:37:20+00,1956602B795DE444,29ea4245-4949-4ac8-8219-9cc1faabd43a
-110.721198654796,32.4077733227948,1161,5041.002231,,2015/05/26 00:00:00+00,07,,Group campground,Showers Point,,08,0,COR,2019/07/31 11:37:20+00,C5425DE1C02F9A18,ad3f9a07-f5f4-4831-97bf-f8b3b1ccf3aa
-109.370104479097,31.7582329724883,1162,5073.002231,,2015/05/26 00:00:00+00,07,,Group campground,Camp Rucker,,08,0,COR,2019/07/31 11:37:20+00,2BE337D17E3850C5,85b132ce-1a6f-4668-a80f-3d7a28467bf0
-110.453568393175,31.4339537844339,1163,5124.002231,,2015/05/26 00:00:00+00,07,,Group campground,Rock Bluff,,08,0,COR,2019/07/31 11:37:20+00,C33A7E37AC90A86D,f540ffe1-6649-4469-b891-476c0cd980bb
-110.696422748552,32.3353043836178,1164,987289010602,,2015/05/26 00:00:00+00,07,,Group campground,Molino Basin,,08,0,COR,2019/07/31 11:37:20+00,02C82A7EF6F5C0DF,6aaeb953-53ee-4341-adcc-ff3103a5dbb4
-109.864942787807,32.6470769706576,1165,5353.002231,,2015/05/26 00:00:00+00,07,,Group campground,Snow Flat,,08,0,COR,2019/07/31 11:37:20+00,E65C7918AAAEF8B7,e0a9e756-6cb2-4fc5-acde-fcd057ce2694
-110.927031685437,32.4296226316554,1166, ,,2015/05/26 00:00:00+00,07,,Horse camp,Catalina State Park,,08,0,COR,2019/07/31 11:37:20+00,7FE7A53AD7A82A05,c0dea2c6-1b14-4db6-8d21-13d873c9322d
-110.276310622202,32.6685648310027,1167, ,,2015/05/26 00:00:00+00,07,,Horse camp,Deer Creek,,08,0,COR,2019/07/31 11:37:20+00,3D393920476CA3AC,8ff770e0-9942-4d2d-95d6-d851f892ede3
-110.693637217984,32.3968218456585,1168, ,,2015/05/26 00:00:00+00,07,,Group picnic site,Rose Canyon Group Site #1,,08,0,COR,2019/07/31 11:37:20+00,E0B0110FA4C1FF53,8e1cfe8c-7d0b-417f-8b6b-b24a45844e48
-110.816684523204,32.3190267238003,1169,5246.002231,,2015/05/26 00:00:00+00,07,,Group picnic site,Cactus Environmental Ed. Center,,08,0,COR,2019/07/31 11:37:20+00,B60B4747EA39184B,f692ce26-b9c7-41bc-8bf9-bebc9bd2ff9e
-110.694803505366,32.3327962407085,1170,11469010519,,2015/05/26 00:00:00+00,07,,INFO SITE/FEE STATION,Molino Fee Station,,08,0,COR,2019/07/31 11:37:20+00,A5A0389D43858D5F,b3e97e55-71fb-402b-bf71-f3ebd9c2c150
-110.257810939978,31.4571562192062,1171, ,,2015/05/26 00:00:00+00,07,,INFO SITE/FEE STATION,Sierra Vista District Office,,08,0,COR,2019/07/31 11:37:20+00,20B7E1CBB273AF1F,64479cb4-6245-4f57-9b5a-fbb5e1d69fee
-109.5455228584,31.3636576108818,1172, ,,2015/05/26 00:00:00+00,07,,INFO SITE/FEE STATION,Douglas District Office,,08,0,COR,2019/07/31 11:37:20+00,66BF098467A2F03D,04b1dd6b-d920-46ee-92b2-a16a307e7c20
-110.930458574965,32.417775539424,1173, ,,2015/05/26 00:00:00+00,07,,INFO SITE/FEE STATION,Catalina State Park Entry Station,,08,0,COR,2019/07/31 11:37:20+00,9BFBD751A84FF6B8,1ef28b12-2647-4ab1-b10d-5dd02edbdd53
-109.358492249574,31.7536742936313,1174,5130.002231,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Camp Rucker Historic Site,,08,0,COR,2019/07/31 11:37:20+00,F98328A513C4CB20,48e531e6-efb1-45d4-a90d-9b3a03aa4c1d
-109.369888969329,31.7578319047036,1175, ,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Rucker Information Site,,08,0,COR,2019/07/31 11:37:20+00,7F8BED38064814C4,0da0704f-d79d-4808-9064-d8d82eb73ae3
-109.307332764111,31.9482368879121,1176,11443010519,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Pinery Canyon Mill Site Cabin,,08,0,COR,2019/07/31 11:37:20+00,81F3FEF36E65FE99,601479e1-3363-48db-b895-e83d3e41bd12
-110.022287286311,31.9975124454037,1177,5410.002231,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Dragoon Springs Stage Stop,,08,0,COR,2019/07/31 11:37:20+00,23862CFA5353A1FC,aaec14eb-a017-464e-8cb0-b5a0066c423c
-109.913832465434,32.704375713964,1178,987236010602,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Columbine VIC Nature Trail,,08,0,COR,2019/07/31 11:37:20+00,49B8C6D5CDB6BF55,f6d8948a-a88f-4b80-bb22-3112500c7392
-110.822193822926,32.3099020617986,1179,987296010602,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Sabino Canyon Bajada Nature Trail,,08,0,COR,2019/07/31 11:37:20+00,B049A1819FC4009D,9137b138-137e-4879-8535-c158488c9966
-110.740611207436,31.7431363327162,1180,987094010602,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Santa Rita Water & Mining Co.,,08,0,COR,2019/07/31 11:37:20+00,B26F6425682FF746,51a17bb0-e362-495c-b6fa-0d9693df29d3
-109.874506689116,32.6660893969847,1181, ,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Hospital Flat Interpretive Trail,,08,0,COR,2019/07/31 11:37:20+00,2358B90BB712495A,e37df120-e489-434c-aac7-83e578c85fd5
-110.949755897505,31.6740057172677,1182,985698010602,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Whipple Nature Trail,,08,0,COR,2019/07/31 11:37:20+00,7146AA56462CECE2,5f8e2254-10e2-4dc0-ba70-3e73c3b2aa0e
-110.707369595954,32.3900751589675,1183,987295010602,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Rose Canyon Amphitheater,,08,0,COR,2019/07/31 11:37:20+00,D66B4D4653E7066A,3f810d90-249c-405d-9734-0f8e44e856ce
-110.809786783494,32.3230150699198,1184,5120.002231,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Sabino Cyn Interp Area,,08,0,COR,2019/07/31 11:37:20+00,7F5D978668220D27,42ec0cac-2bd9-44b5-b7b1-432b298ce62a
-110.711186446254,32.3706895056865,1185,5105.002231,,2015/05/26 00:00:00+00,07,,Observation site,Geology Vista,,08,0,COR,2019/07/31 11:37:20+00,9CFEDE851125BF82,31f5525c-a141-4fde-a05c-3d62955cbdd4
-110.689964994564,32.4002291633956,1186,5106.002231,,2015/05/26 00:00:00+00,07,,Observation site,San Pedro Vista,,08,0,COR,2019/07/31 11:37:20+00,1FAF14C39CDB8305,bcd3c639-461f-43c2-8575-7ead11a5a85f
-110.724986395805,32.352118198246,1187,5443.002231,,2015/05/26 00:00:00+00,07,,Observation site,Thimble Peak Vista,,08,0,COR,2019/07/31 11:37:20+00,33BA5603D1EDC7D7,71038f9c-bffa-4abb-b854-39f6e4b48c66
-110.297836742843,31.4740548819552,1188,,,2015/05/26 00:00:00+00,07,,INTERPRETIVE VISITOR CENTER (MINOR),Brown Canyon,,08,920,COR,2019/07/31 11:37:20+00,AE51679DFA6F5F2A,8babe157-3cae-4e9b-9a04-a43780d9e35a
-110.716230303604,32.4079393551688,1189,5109.002231,,2015/05/26 00:00:00+00,07,,ORGANIZATION SITE,Boy Scout Camp,,08,0,COR,2019/07/31 11:37:20+00,1C5DC3A079B8F578,502b5efd-2c5d-45c2-8265-2365c568bca6
-110.720287671173,32.3094500235897,1190,,,2015/06/19 00:00:00+00,07,,TRAILHEAD,Babat Do'ag,,08,,COR,2019/07/31 11:37:20+00,4FCA98030A7CE275,7bc0b8e3-5785-453a-87e3-2f1a28fe7944
-110.713237675546,32.4094920390449,1191,11475010519,,2015/06/19 00:00:00+00,07,,TRAILHEAD,Bigelow,,08,,COR,2019/07/31 11:37:20+00,482779E5076CB36D,cb4ccb66-cc40-4891-ae9e-483a05952bfa
-109.812461661491,32.5705944182537,1192,5263.002231,,2015/05/26 00:00:00+00,07,,Trailhead,Bear Canyon(Pina),,08,0,COR,2019/07/31 11:37:20+00,A2EA90F375E14356,8bde5949-2bcf-471c-a321-48b5494a9add
-110.82196299958,32.3093419702855,1193, ,,2015/05/26 00:00:00+00,07,,Trailhead,Bear Canyon E. End of VC Parking(scat),,08,0,COR,2019/07/31 11:37:20+00,C98EB1D972306588,35bdde3c-d7e1-45d9-8160-2820a8e69aa7
-110.801448608995,32.3105263181682,1194,5431.002231,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Bear Canyon Overlook(scat),,08,0,COR,2019/07/31 11:37:20+00,A5141320ADC24CE0,3d86bd07-d12d-4e6f-b998-c7217cc382a7
-111.190890551713,31.4293678764371,1195,5386.002231,,2015/05/26 00:00:00+00,07,,Trailhead,Sycamore Canyon(tuma),,08,0,COR,2019/07/31 11:37:20+00,C48BA9965A49890F,5b4a89f8-cec2-4c3d-b243-b9b28c506c8e
-109.333579639057,31.8599521222085,1196,5067.002231,,2015/05/26 00:00:00+00,07,,CAMPGROUND,Sycamore(chir),,08,0,COR,2019/07/31 11:37:20+00,AA278A85BBFA74EA,1022b795-7951-4b94-af2b-a21f8bfe77a1
-110.741577152555,31.7443435897997,1197,5400.002231,,2015/05/26 00:00:00+00,07,,LOOKOUT/CABIN,Kentucky Camp Rental Cabin,,08,0,COR,2019/07/31 11:37:20+00,310A903C64D47F65,d108cd55-62ef-4e05-b1d0-9f174bf2d9d6
-110.872852367797,31.7179458191244,1198,11451010519,,2015/05/26 00:00:00+00,07,,LOOKOUT/CABIN,Kent Springs Cabin Rental,,08,0,COR,2019/07/31 11:37:20+00,88AB5314165551A1,55242a3d-0ada-4132-a2e5-d407254797f4
-110.676173006193,32.3942851449958,1199,,,2015/06/19 00:00:00+00,07,,TRAILHEAD,Maverick Spring,,,,COR,2019/07/31 11:37:20+00,505E77605209786F,6898163b-90d1-4ecd-b542-4836d0dba915
-109.16194189069,31.8984598707761,1200,985680010602,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Cave Creek Nature Trail (at VIC),,08,0,COR,2019/07/31 11:37:20+00,464F261D08F19C73,ca62b056-422f-4dac-ae61-bf090edb9034
-110.751037125709,32.4335322639135,1201,5038.002231,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Box Elder,,08,0,COR,2019/07/31 11:37:20+00,E48A5DCB84808CCE,9c1a1bf8-d67c-43f8-841b-a40b05eb1331
-110.704010674342,32.411805040011,1202,,,2015/06/19 00:00:00+00,07,,TRAILHEAD,Knagge Trailhead,,,,COR,2019/07/31 11:37:20+00,8183863FE4CE87C3,d4e05eb5-bd72-4a45-8f0b-99124e9f70d6
-109.79724005415,32.6678749817113,1203,5393.002231,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Noon Creek,,08,0,COR,2019/07/31 11:37:20+00,C25BFA32E98386AF,6c2b53bd-e5d3-4cc0-84c9-0b020bad9acf
-109.160866347556,31.9008776384982,1204,6075449010602,,2015/08/03 00:00:00+00,07,,LOOKOUT/CABIN,Portal CCC Rental Cabin,,,,COR,2019/07/31 11:37:20+00,6CA98C96327DDF6F,2065a9c1-92b3-41e7-a36e-d98c1803c6b8
-110.886894203166,31.7414931713891,1205, ,,2015/05/26 00:00:00+00,07,,Trailhead,Proctor,,08,0,COR,2019/07/31 11:37:20+00,58AC20A90CB0DCA7,24737d39-0639-44e8-a142-602c4c8ebbe5
-111.092675157672,31.3886821613518,1206,5131.002231,,2015/05/26 00:00:00+00,07,,CAMPGROUND,White Rock,,08,0,COR,2019/07/31 11:37:20+00,8029B53BBD94D837,3892662e-961e-44de-bdb4-fc6b5e0c895e
-109.961719586672,31.9312388880092,1207,691231010602,,2015/05/26 00:00:00+00,07,,LOOKOUT/CABIN,Shaw House Cabin Rental,,08,0,COR,2019/07/31 11:37:20+00,200F50FE26C8D658,173f595e-cb9b-4bf9-ada8-c8db5caa976c
-109.16235922037,31.8985605817365,1208,6075444010602,,2015/08/03 00:00:00+00,07,,LOOKOUT/CABIN,Portal Bunk House Rental Cabin,,,,COR,2019/07/31 11:37:20+00,4041DFB4436555FC,a6c0e771-c6dc-46ec-a866-f684d51ed8da
-109.963610576088,32.7067723912888,1209,5013.002231,,2019/04/22 00:00:00+00,07,,CAMPGROUND,Riggs Flat,,08,0,COR,2019/07/31 11:37:20+00,6F9F47DB4715E5BF,3834c932-928e-489c-a4d4-d47913a383c8
-109.16790787262,31.8907852966534,1210,5064.002231,,2015/05/26 00:00:00+00,07,,CAMPGROUND,Stewart,,08,0,COR,2019/07/31 11:37:20+00,5B8B70F6CCE38A94,627ed554-37a4-4180-9906-c43b8674938c
-109.850053825001,32.5916962505911,1211,5032.002231,,2015/05/26 00:00:00+00,07,,Group campground,Stockton Pass,,08,0,COR,2019/07/31 11:37:20+00,4DFD86BD68BF0CB3,6e16c661-2c4e-4448-baba-a9c2a334313a
-110.887012937933,31.7413145416733,1212, ,,2015/05/26 00:00:00+00,07,,Interpretive Site (minor),Proctor Parking,,08,0,COR,2019/07/31 11:37:20+00,739DB85454635653,a1f68718-25eb-4759-a6a0-3edaf840d12f
-110.715148729414,32.4099287541519,1213,6075421010602,,2015/08/03 00:00:00+00,07,,LOOKOUT/CABIN,Palisades Cabin Rental,,,,COR,2019/07/31 11:37:20+00,362009B4D8D58F34,bb159989-48e3-4acc-b8bc-bb6dcb9582ee
-110.821622566606,32.3177582377402,1214,,,2019/04/22 00:00:00+00,07,,TRAILHEAD,Sabino Canyon Overflow Parking Area,,08,0,COR,2019/07/31 11:37:20+00,64ACAEECBF75136E,8483d518-278a-4281-a650-13004125b38a
-109.799056923273,32.6659470762868,1215,987232010602 ,,2015/05/26 00:00:00+00,07,,Trailhead,Round the Mountain,,08,0,COR,2019/07/31 11:37:20+00,A7691B6AB8F5242F,074af7f4-5e04-4d43-9c5f-0c70d68601a5
-109.798844830928,32.6658985130289,1216,5022.002231,,2015/05/26 00:00:00+00,07,,Horse camp,Round the Mountain,,08,0,COR,2019/07/31 11:37:20+00,ABFE1E0E1FD29D61,55ce0bad-6dfe-4f66-ae03-c7973652010e
-109.858081519576,32.6560181164504,1217,5016.002231,,2016/03/17 00:00:00+00,,,CAMPGROUND,Shannon,,,,COR,2019/07/31 11:37:20+00,015467365C430A0A,936e2581-4e36-474c-ab47-0d5429d5b0a5
-109.800538343378,32.6635940327707,1218, ,,2015/05/26 00:00:00+00,07,,Trailhead,Noon Creek Ridge,,08,0,COR,2019/07/31 11:37:20+00,18748C05D3293571,e05c773c-bbdf-46d4-aace-330ff3c68f95
-110.874829514118,31.7117581426642,1219, 20933010519,,2015/05/26 00:00:00+00,07,,PICNIC SITE,Mt. Wrightson (Roundup),,08,0,COR,2019/07/31 11:37:20+00,E81FB99EFCFF6F8D,7755abcd-cc8e-485d-bb6a-a5a0e29c0a3a
-109.304022997079,31.7840705736801,1220,5059.002231,,2015/05/26 00:00:00+00,07,,CAMPGROUND,Rucker Forest Camp,,08,0,COR,2019/07/31 11:37:20+00,94D0C0D071F77700,32aad152-2999-435c-a38b-9501e0dce16c
